Credit_Score,Income,Employment_Status,Assets,Loan_Amount,Loan_Term
525,2800000, No,8200000,11000000,16
812,3300000, Yes,4800000,13100000,12
697,7000000, No,15100000,25300000,14
527,3900000, No,10600000,15100000,12
512,5700000, No,4300000,17200000,4
671,4100000, No,3400000,9200000,4
539,2200000, Yes,1000000,8700000,20
532,2200000, No,2700000,7200000,10
485,2500000, Yes,2000000,7700000,16
521,900000, Yes,100000,2100000,6
874,2900000, No,400000,7400000,10
788,9800000, No,1300000,22900000,10
659,5200000, No,11500000,14800000,12
498,8600000, Yes,14800000,19600000,16
310,4800000, Yes,11800000,13200000,20
785,2000000, No,2900000,4700000,6
309,3600000, No,6300000,8700000,10
433,5300000, Yes,14700000,19600000,2
801,400000, Yes,100000,1300000,18
488,6500000, Yes,16800000,22400000,6
756,2300000, Yes,2900000,6000000,16
757,1000000, No,2500000,2800000,4
828,3200000, No,8500000,10100000,6
733,3400000, Yes,4800000,7200000,12
421,9600000, No,1600000,38200000,8
872,5300000, No,4300000,20300000,4
393,4700000, No,12400000,17400000,10
700,9700000, No,13400000,37800000,12
613,8800000, No,15400000,21600000,18
455,5900000, No,3200000,13400000,6
871,2400000, Yes,7000000,7100000,16
497,7900000, Yes,2200000,21500000,16
649,1400000, No,2600000,2700000,2
709,3500000, Yes,5300000,10000000,14
705,3400000, No,10000000,13500000,12
476,6100000, No,4600000,23600000,2
819,3000000, Yes,5400000,7100000,4
535,3400000, Yes,3100000,9400000,16
889,400000, Yes,1100000,1200000,14
468,5900000, No,9100000,11800000,12
759,400000, Yes,100000,800000,2
426,9000000, Yes,21600000,33600000,2
712,8800000, Yes,400000,23600000,8
615,2000000, Yes,500000,4700000,2
784,4700000, No,13400000,14000000,12
677,2700000, No,100000,6100000,16
306,2600000, No,2000000,7900000,12
655,9000000, Yes,22000000,25400000,16
755,5100000, No,2200000,19400000,8
598,6600000, No,3800000,25800000,18
712,4400000, No,5400000,9800000,18
524,1500000, Yes,3700000,4600000,6
838,6200000, No,9100000,23100000,16
560,900000, Yes,1500000,2900000,6
759,7700000, No,3400000,26400000,12
454,600000, Yes,100000,2400000,6
539,4300000, No,10600000,16500000,4
827,8200000, Yes,11500000,27800000,16
686,3500000, No,4400000,11900000,12
371,9900000, Yes,24400000,34100000,14
784,700000, No,500000,1900000,4
826,2100000, Yes,1600000,7300000,16
502,3200000, No,4300000,10500000,12
367,2900000, No,700000,7800000,8
541,7000000, No,6300000,18300000,6
608,3700000, No,400000,13600000,16
570,4500000, Yes,10500000,13100000,12
752,200000, No,200000,800000,18
873,5600000, Yes,5500000,20500000,8
538,5400000, No,7700000,18600000,2
819,300000, No,700000,1000000,10
770,7500000, Yes,1400000,29800000,18
345,2500000, Yes,1900000,9600000,6
730,3100000, Yes,6300000,8100000,12
835,7600000, Yes,5800000,19300000,20
811,500000, Yes,500000,1700000,2
662,2700000, No,3200000,5900000,14
420,3500000, Yes,6400000,13300000,4
413,3700000, No,8400000,11700000,4
367,5600000, Yes,13700000,20000000,10
390,4800000, Yes,8400000,16400000,14
602,5200000, Yes,10300000,12200000,2
843,2900000, No,2300000,11500000,16
713,2700000, No,500000,6800000,20
591,5000000, No,1900000,16200000,8
701,2700000, Yes,400000,9400000,14
655,2800000, Yes,4900000,10000000,12
720,7300000, Yes,15500000,20000000,18
794,5900000, Yes,6000000,15100000,10
392,8100000, No,14200000,21300000,2
583,1900000, Yes,400000,7100000,6
457,1800000, No,2200000,6800000,18
570,7600000, Yes,15200000,17800000,14
890,9100000, No,17800000,30100000,14
472,5300000, Yes,10000000,12300000,14
788,3700000, No,1700000,10900000,12
605,9500000, No,10000000,35300000,6
473,8300000, No,13300000,30500000,10
728,6400000, No,300000,21500000,16
505,5300000, Yes,9200000,17800000,16
407,5600000, Yes,3400000,19300000,6
464,900000, Yes,1300000,1700000,18
514,2400000, Yes,4100000,7200000,20
627,9500000, No,28500000,23000000,10
627,7400000, Yes,15900000,14900000,20
858,1500000, Yes,1500000,3200000,10
607,8800000, Yes,13600000,30200000,8
663,4900000, Yes,8500000,14300000,4
522,8100000, Yes,23000000,26900000,6
610,2300000, Yes,3700000,9100000,20
462,3000000, Yes,5500000,6600000,16
591,3900000, Yes,10900000,9300000,8
636,1700000, Yes,1700000,6500000,20
359,2100000, Yes,1000000,4900000,10
542,9700000, Yes,9800000,25000000,4
642,3500000, Yes,2300000,11800000,4
414,1500000, Yes,800000,5500000,4
865,8800000, Yes,19300000,26200000,20
369,900000, No,1400000,3100000,10
838,3500000, Yes,4700000,10800000,14
582,5500000, No,12100000,21200000,4
416,9800000, Yes,11000000,23200000,10
705,2100000, No,5400000,5500000,20
306,1800000, No,500000,5700000,18
851,5800000, Yes,6700000,13000000,8
613,6700000, No,9700000,17200000,18
366,4300000, No,6900000,16300000,10
431,1200000, No,900000,2800000,12
754,9700000, Yes,9000000,25900000,2
447,5400000, Yes,300000,11200000,10
510,5300000, Yes,13300000,14100000,14
324,7300000, No,12900000,24200000,20
523,9500000, No,13500000,19200000,2
362,7200000, Yes,2700000,15600000,2
657,9000000, Yes,9900000,32900000,6
790,6500000, No,600000,23300000,12
500,9500000, Yes,1300000,30500000,18
465,9900000, Yes,26300000,33200000,4
409,2900000, No,3700000,8700000,6
626,700000, Yes,500000,1800000,20
545,4200000, No,9800000,13400000,16
654,4200000, No,8800000,11400000,10
515,7600000, No,6200000,26500000,6
838,7100000, Yes,1100000,18800000,12
406,4700000, Yes,4000000,16000000,14
573,9800000, Yes,23900000,23200000,10
611,9800000, Yes,6600000,38700000,2
649,5100000, No,6800000,13400000,16
775,3300000, Yes,8200000,7700000,12
469,4500000, No,4100000,12500000,12
587,3900000, Yes,4500000,12800000,18
316,3200000, Yes,9100000,9900000,10
556,3200000, No,8200000,10400000,10
578,9600000, No,9900000,31200000,12
554,8700000, Yes,3900000,18900000,2
892,1900000, Yes,2600000,6800000,6
315,2900000, Yes,8100000,10200000,10
695,6200000, No,1900000,12900000,10
806,5900000, No,300000,20300000,4
638,3200000, Yes,4300000,12800000,8
610,1300000, Yes,3400000,5000000,4
810,1300000, Yes,3800000,3200000,4
866,8700000, No,19600000,33200000,4
760,6300000, No,12700000,23800000,10
556,4300000, No,11000000,11200000,6
684,6400000, Yes,17200000,23500000,12
578,7700000, Yes,5000000,25800000,18
814,6900000, No,13000000,23900000,12
510,4200000, No,9200000,14800000,20
674,3900000, No,8700000,9000000,2
570,2000000, Yes,3800000,4900000,14
680,500000, No,700000,1700000,2
803,3500000, No,5400000,8800000,12
357,3100000, Yes,9200000,10700000,16
575,4900000, Yes,14100000,19000000,4
546,1000000, No,2500000,3600000,4
370,6700000, No,3200000,21400000,8
713,4100000, No,0,9400000,6
896,1600000, Yes,1200000,3800000,2
626,2400000, Yes,300000,9200000,14
854,2200000, No,900000,6400000,4
802,3200000, No,400000,8400000,18
382,1600000, Yes,1700000,4400000,20
415,3900000, No,2200000,14900000,6
366,2000000, Yes,5300000,6300000,4
595,7600000, Yes,7900000,25400000,10
356,9800000, No,23000000,21300000,2
568,7900000, No,5800000,29900000,6
615,1600000, No,2200000,4000000,10
313,6400000, Yes,18600000,13900000,12
575,6400000, Yes,6600000,17900000,6
577,1600000, No,400000,5500000,10
455,9200000, No,24900000,30700000,10
500,7800000, No,15300000,24900000,6
509,4000000, Yes,1000000,9400000,8
379,6100000, Yes,5300000,19400000,8
664,7100000, No,5300000,14500000,14
623,2500000, Yes,6000000,9900000,6
558,3200000, No,2600000,8700000,16
580,1700000, No,1500000,4300000,18
612,6300000, No,16000000,17600000,6
705,700000, Yes,0,2400000,14
301,1100000, Yes,2800000,2700000,18
711,8900000, Yes,4300000,32000000,16
735,300000, No,900000,700000,20
682,2200000, No,2600000,5200000,14
348,3400000, No,7900000,13500000,10
750,7900000, Yes,16800000,23500000,20
835,5800000, Yes,1000000,18200000,16
389,9400000, Yes,16000000,20000000,6
866,4800000, No,10200000,18900000,4
689,7600000, No,5300000,26600000,4
645,5900000, No,13000000,17600000,16
797,4300000, Yes,4400000,10100000,2
849,6100000, No,2900000,17800000,6
423,5400000, No,6500000,19700000,20
370,5200000, Yes,9900000,11200000,2
378,8500000, No,21400000,31300000,12
417,900000, No,1000000,1900000,20
530,1400000, No,1200000,4100000,20
543,2400000, Yes,700000,9300000,20
750,6300000, No,800000,15000000,18
346,3100000, No,700000,7600000,20
330,6900000, Yes,9300000,19000000,14
712,3000000, Yes,5100000,7400000,10
376,3100000, No,6400000,10100000,14
338,600000, No,500000,1200000,14
600,4700000, Yes,12100000,13700000,14
495,2500000, No,4800000,6900000,20
300,9700000, No,17100000,30400000,4
691,7600000, Yes,5000000,20000000,18
519,8400000, No,12900000,24700000,8
540,3800000, Yes,9400000,15100000,20
562,3100000, Yes,3600000,11400000,16
323,5700000, No,1600000,21300000,10
312,5500000, Yes,12800000,19700000,10
511,200000, Yes,500000,600000,2
621,3700000, Yes,4000000,13800000,10
512,1600000, Yes,3200000,4300000,20
786,3900000, No,7900000,11000000,2
303,700000, Yes,600000,1600000,18
633,5800000, Yes,8100000,16700000,18
711,3800000, Yes,9500000,14000000,6
472,6400000, No,11100000,16900000,16
350,5500000, Yes,6300000,12100000,4
879,6800000, Yes,500000,13700000,10
436,6700000, No,3600000,13400000,10
848,5300000, Yes,1300000,11500000,14
555,6600000, No,9900000,23200000,16
885,6600000, No,10900000,13100000,20
888,7600000, No,12700000,25200000,6
478,2500000, Yes,5900000,6100000,20
603,1100000, No,1900000,2500000,4
784,2300000, No,2000000,8200000,8
682,3300000, Yes,3500000,11700000,4
471,2600000, Yes,3500000,5900000,6
808,9300000, Yes,16500000,36700000,20
470,5300000, No,2900000,18500000,8
574,5400000, No,900000,13800000,20
314,3500000, Yes,7700000,12000000,8
407,4200000, No,5900000,10200000,14
702,9200000, Yes,16900000,34900000,4
499,4300000, No,4400000,9800000,2
669,7500000, Yes,1800000,19900000,10
326,5400000, Yes,9700000,18800000,20
778,5500000, No,4700000,16200000,18
787,2100000, Yes,4800000,4500000,2
831,3700000, No,8000000,12300000,16
576,8800000, No,1300000,32900000,18
600,5800000, No,16000000,22800000,12
569,7900000, No,7600000,30600000,2
867,3100000, Yes,1900000,6300000,20
441,4100000, No,9900000,14500000,12
304,9800000, Yes,4700000,32700000,2
520,3300000, No,500000,8400000,18
613,2000000, No,100000,6200000,14
885,600000, Yes,700000,1100000,8
841,3600000, Yes,4900000,9500000,2
815,7500000, No,12400000,29100000,20
822,200000, Yes,200000,400000,18
772,9900000, No,24100000,29100000,18
776,6100000, Yes,17600000,22500000,6
337,3500000, Yes,9000000,10300000,10
333,7800000, Yes,15400000,19000000,12
312,8700000, Yes,9000000,29300000,4
842,5500000, Yes,-100000,12400000,14
790,1800000, Yes,100000,5100000,8
806,8000000, No,19900000,31900000,16
300,7500000, Yes,7800000,17000000,8
605,3700000, Yes,4900000,12000000,12
582,1600000, Yes,1500000,4700000,12
607,1300000, No,800000,2700000,6
709,2400000, Yes,2100000,8200000,10
854,4100000, Yes,500000,11600000,14
776,7300000, Yes,14700000,15200000,20
649,8000000, Yes,10800000,24600000,12
394,7900000, No,22800000,28000000,4
371,7200000, No,6600000,18900000,16
707,6200000, No,17200000,13200000,14
491,5700000, Yes,6800000,18100000,20
570,5800000, Yes,8200000,14100000,16
395,900000, No,2500000,3500000,18
497,2200000, Yes,2300000,7500000,10
440,1800000, Yes,2000000,5300000,14
825,800000, Yes,700000,2400000,16
320,7600000, Yes,14700000,18100000,14
846,4100000, Yes,8900000,13500000,4
856,4600000, Yes,13500000,10900000,12
418,2300000, No,2800000,6800000,10
306,8000000, Yes,16100000,21100000,6
567,3800000, Yes,2400000,14500000,16
493,9500000, Yes,24100000,36800000,6
509,9300000, No,2800000,21200000,2
364,4700000, No,2900000,17000000,4
639,6000000, No,300000,24000000,20
309,5500000, Yes,11800000,21700000,2
433,4600000, Yes,12100000,14800000,6
580,9900000, No,7000000,33600000,20
888,6200000, Yes,-100000,16200000,4
644,400000, Yes,1000000,1100000,6
763,7800000, Yes,11200000,22200000,10
694,2900000, Yes,6400000,10800000,20
757,500000, No,1300000,1200000,6
471,2500000, No,7100000,6900000,12
437,9000000, No,18400000,35200000,2
406,5200000, Yes,14700000,11400000,10
376,6000000, No,14700000,19700000,20
350,5100000, No,6200000,13800000,14
784,8000000, Yes,7600000,22500000,20
765,9200000, Yes,21200000,25400000,14
593,9800000, No,9500000,32200000,18
344,7600000, Yes,19000000,30000000,10
314,5100000, No,14700000,11800000,12
382,1500000, Yes,200000,3300000,16
510,6200000, Yes,14100000,16500000,4
464,6300000, Yes,7700000,24600000,8
403,5500000, Yes,7400000,14900000,2
606,8100000, No,900000,30400000,12
646,6300000, No,9500000,22000000,20
495,1100000, No,1600000,3600000,20
626,7200000, Yes,10600000,21600000,2
518,3000000, Yes,3800000,6000000,16
746,2700000, No,900000,7600000,8
737,5000000, No,2600000,16300000,12
371,8400000, No,8300000,22300000,14
509,7700000, No,10100000,27300000,8
411,4700000, No,4600000,14000000,2
701,4300000, No,11600000,11800000,20
769,2500000, No,3700000,8800000,10
740,4400000, Yes,8200000,12500000,6
892,5700000, No,10200000,11600000,4
417,5300000, No,4900000,13100000,14
785,4600000, No,6500000,14400000,6
504,400000, No,200000,1100000,16
402,2100000, No,4400000,5900000,14
540,1200000, Yes,3100000,3500000,16
607,8000000, Yes,11400000,28400000,10
410,5000000, Yes,11600000,19400000,10
624,8500000, No,6500000,17200000,12
805,4600000, No,4800000,16600000,16
709,4600000, No,7100000,16100000,18
511,8500000, Yes,23300000,30900000,14
766,7800000, Yes,6900000,25100000,18
451,1400000, Yes,3100000,3800000,16
447,3700000, Yes,300000,10200000,4
763,1000000, Yes,400000,2500000,18
834,900000, No,1000000,3100000,20
429,5600000, No,6100000,19500000,8
693,3200000, No,7800000,10600000,16
478,2900000, No,4200000,11100000,20
752,300000, Yes,600000,800000,10
319,2400000, Yes,2000000,5900000,14
303,5000000, No,6300000,17600000,8
420,5000000, Yes,1100000,16700000,20
552,200000, Yes,400000,600000,8
606,6000000, Yes,2600000,16000000,12
558,5600000, No,7500000,13700000,2
504,4500000, No,12000000,12400000,6
412,200000, Yes,-100000,300000,8
900,6200000, Yes,16900000,18300000,4
634,9800000, Yes,12800000,23800000,8
340,3900000, Yes,4900000,9000000,8
615,8300000, Yes,4400000,20900000,4
353,4900000, Yes,7000000,12200000,18
606,6900000, Yes,5800000,16300000,8
498,4500000, No,7900000,14500000,18
585,7500000, No,6800000,21900000,2
578,2300000, Yes,3600000,6400000,8
693,7400000, No,3000000,15500000,2
795,4800000, No,5900000,14300000,6
594,2600000, No,2900000,9900000,6
840,2700000, Yes,500000,10600000,8
301,3700000, No,7800000,10900000,16
481,2600000, Yes,2700000,9400000,18
531,8800000, Yes,20800000,23100000,16
332,7500000, No,8300000,15400000,8
516,4700000, No,1000000,18500000,4
727,7100000, No,16500000,26600000,6
344,5500000, Yes,14400000,19300000,10
650,9500000, No,17600000,31500000,12
362,4200000, Yes,9900000,15400000,8
307,6900000, Yes,3500000,18600000,18
530,9900000, No,24200000,24600000,2
482,6700000, No,3200000,17700000,6
701,9300000, Yes,600000,22200000,14
586,5600000, No,13700000,17200000,16
384,8100000, Yes,15200000,17600000,16
882,6000000, No,6700000,18000000,18
758,4200000, Yes,5300000,11200000,2
529,1600000, No,300000,4000000,18
589,800000, Yes,1500000,1500000,2
670,500000, No,1000000,1300000,6
532,4300000, Yes,12600000,14100000,12
868,4000000, No,11000000,12500000,18
776,2900000, No,8300000,7300000,2
644,2300000, Yes,4000000,9100000,16
658,1800000, Yes,2900000,6000000,12
766,8700000, Yes,16300000,33900000,10
717,7800000, No,1200000,21100000,12
339,3200000, No,300000,6300000,10
463,1600000, No,100000,4500000,18
540,2400000, No,2500000,7300000,4
804,1800000, No,800000,5900000,16
541,7500000, No,16300000,16000000,10
371,6700000, Yes,1900000,18400000,10
369,5800000, No,10500000,13700000,6
651,500000, No,700000,1800000,2
477,9400000, Yes,17400000,30700000,10
554,1600000, No,3200000,6200000,18
362,9300000, Yes,14900000,25000000,14
469,3700000, No,3800000,14000000,2
547,900000, No,2400000,1900000,12
809,500000, No,200000,1300000,6
335,7800000, Yes,4900000,16200000,2
708,5300000, Yes,7600000,13700000,18
779,300000, No,200000,700000,16
748,5000000, Yes,8300000,19900000,6
541,7900000, No,400000,28600000,18
527,5300000, No,3800000,15800000,2
859,5500000, Yes,4600000,15300000,4
604,1500000, No,2000000,5600000,18
348,6600000, No,6900000,20100000,18
734,6200000, Yes,8800000,16200000,20
388,6300000, No,11700000,17000000,16
831,3800000, Yes,6500000,8100000,20
433,500000, No,-100000,1500000,6
699,5000000, Yes,8800000,15900000,16
303,4500000, No,7400000,17100000,8
611,1000000, No,1700000,3800000,2
558,1700000, No,4100000,3700000,20
752,1200000, Yes,2800000,4800000,2
786,8500000, Yes,13900000,25800000,14
481,8600000, No,21200000,29000000,18
507,400000, No,200000,1300000,16
715,8700000, No,13500000,19800000,14
392,1800000, No,3800000,5700000,20
887,4700000, Yes,1300000,17700000,16
479,7300000, No,17900000,21600000,2
328,8400000, No,16300000,32100000,20
740,4800000, Yes,9300000,12900000,8
456,9200000, No,12200000,34200000,2
467,6200000, No,15600000,21100000,10
587,200000, Yes,-100000,700000,10
569,2500000, Yes,4500000,6700000,16
399,8000000, Yes,19100000,24400000,14
593,4600000, No,13800000,15200000,4
409,4900000, Yes,2000000,12700000,8
353,9500000, No,22900000,21300000,18
306,4500000, Yes,4800000,11600000,20
499,5900000, Yes,9200000,14200000,12
324,4200000, No,6300000,14600000,6
647,3300000, Yes,5100000,11300000,6
767,4900000, Yes,1100000,12600000,2
821,5300000, No,15400000,10700000,12
338,7200000, No,9900000,17700000,6
785,8400000, No,11900000,24300000,4
694,3800000, No,0,11800000,4
613,9900000, No,28400000,22300000,20
318,2900000, Yes,8700000,8300000,10
783,6000000, Yes,2800000,18700000,18
761,1700000, No,2500000,5300000,20
329,5300000, Yes,15300000,12000000,10
661,7500000, Yes,12100000,15000000,14
339,400000, No,700000,900000,18
673,8300000, Yes,23700000,17700000,10
748,4500000, No,8500000,16900000,18
702,4600000, No,6800000,10000000,4
710,4700000, No,7500000,10300000,12
331,900000, Yes,2400000,3500000,6
372,2400000, No,5700000,7600000,12
783,3900000, Yes,9900000,9600000,10
558,8300000, No,13300000,31400000,18
552,4700000, Yes,5600000,13000000,6
544,3900000, No,4100000,10600000,20
425,400000, No,800000,1000000,6
321,1700000, Yes,2000000,5100000,18
758,6100000, Yes,8900000,15500000,8
373,7300000, Yes,10400000,19600000,10
876,300000, Yes,300000,500000,6
594,4300000, No,11400000,14500000,10
837,7000000, No,2800000,18400000,18
600,4900000, Yes,11100000,16500000,4
547,6200000, No,14200000,12400000,20
431,4100000, No,9700000,15800000,12
851,7300000, Yes,3300000,22600000,12
760,9200000, Yes,23200000,28100000,12
716,800000, No,700000,2400000,2
744,2900000, No,6600000,11200000,10
740,8100000, No,22400000,21600000,4
759,9300000, No,27000000,20300000,14
517,9200000, Yes,4900000,29400000,14
895,3100000, Yes,2300000,6300000,18
315,7000000, Yes,19900000,15400000,20
527,3900000, No,4600000,8800000,14
853,5500000, No,7300000,19800000,14
747,6600000, No,3600000,13700000,20
892,9900000, No,4200000,31600000,16
856,6600000, Yes,18800000,20500000,8
324,8600000, No,13800000,23600000,4
812,7900000, No,12100000,28600000,12
804,6800000, Yes,3500000,22600000,2
874,700000, No,1600000,1800000,8
516,3800000, Yes,2400000,10000000,12
402,6900000, Yes,12600000,18300000,4
330,3700000, Yes,3400000,12400000,12
867,7900000, No,20500000,24000000,12
844,8800000, Yes,18700000,34200000,16
310,3300000, Yes,3000000,7800000,8
535,5800000, No,10200000,14200000,20
323,7400000, Yes,10000000,29500000,16
686,8200000, No,2000000,25600000,4
465,3300000, Yes,6100000,9600000,8
547,5300000, Yes,1000000,10700000,12
649,5700000, No,9400000,19100000,12
670,9000000, No,21300000,31000000,14
408,5900000, No,2400000,14400000,10
303,5400000, No,15000000,11900000,6
497,9800000, No,3000000,34800000,14
740,9800000, Yes,6500000,34100000,14
309,3800000, Yes,10900000,8200000,4
769,9500000, No,14400000,24400000,14
420,2500000, Yes,3800000,7100000,6
540,1900000, No,1100000,6000000,20
806,4400000, Yes,9700000,10600000,20
723,1400000, Yes,3800000,2900000,6
565,3200000, Yes,8100000,11800000,16
374,3100000, Yes,2400000,9200000,16
509,4500000, No,11100000,9900000,10
728,9300000, Yes,3500000,23500000,16
396,6900000, No,15600000,18200000,20
667,3900000, Yes,4300000,8600000,2
583,3200000, No,9400000,7400000,12
459,5600000, Yes,9700000,21100000,10
635,3700000, Yes,6100000,11900000,18
604,8400000, No,21400000,27200000,12
796,4200000, Yes,3000000,8900000,14
416,3800000, No,6200000,8500000,10
311,3200000, No,4900000,8200000,8
833,9700000, No,24600000,33900000,10
543,4300000, Yes,7400000,9400000,6
751,8100000, Yes,1600000,20300000,18
885,9400000, Yes,16900000,23200000,14
346,8100000, Yes,7800000,19400000,6
588,6500000, No,10300000,14500000,4
488,9400000, No,20100000,23100000,4
765,2600000, Yes,2100000,6600000,20
337,8000000, Yes,8800000,25600000,6
515,4700000, No,1000000,9300000,8
555,7600000, Yes,2100000,22300000,12
702,6800000, Yes,4600000,27200000,2
457,6600000, Yes,100000,17000000,2
425,8200000, No,11400000,27200000,10
583,4400000, Yes,2400000,12300000,6
877,8300000, No,13700000,29200000,6
522,9200000, No,10500000,36500000,14
687,2700000, Yes,2600000,8700000,20
856,6100000, No,3300000,23600000,20
543,9100000, Yes,15700000,33000000,8
576,7600000, Yes,2300000,15400000,14
856,7200000, No,18100000,17000000,10
722,2600000, Yes,3500000,8200000,8
653,6500000, Yes,18600000,20200000,12
480,8900000, No,17200000,35500000,16
477,5400000, Yes,10200000,14300000,14
885,300000, No,200000,500000,2
530,8400000, No,17000000,19600000,18
870,8300000, No,4700000,17200000,8
395,1700000, No,2700000,5600000,8
771,1500000, No,2500000,4200000,16
579,200000, Yes,500000,500000,2
798,1000000, Yes,2000000,3700000,14
473,8800000, Yes,17200000,25100000,8
304,1000000, Yes,500000,3200000,8
678,8600000, Yes,18800000,23000000,14
745,2400000, Yes,1700000,8900000,2
835,2400000, No,2400000,8900000,8
848,6000000, Yes,13900000,12100000,20
872,7600000, No,5100000,16300000,18
608,8000000, No,9800000,20100000,10
758,5400000, Yes,2600000,19500000,16
841,1400000, Yes,3000000,3700000,4
618,800000, Yes,300000,2600000,2
457,300000, Yes,700000,1100000,4
844,4100000, No,2700000,14400000,4
776,1500000, No,2800000,3800000,4
520,4600000, No,13300000,13900000,8
648,3300000, Yes,6400000,7500000,12
654,7900000, Yes,16500000,31400000,10
342,8100000, No,5800000,26500000,20
808,900000, No,2100000,2800000,16
429,4900000, Yes,5700000,15200000,10
538,6100000, Yes,11800000,18100000,14
533,4500000, No,1800000,16400000,6
394,2900000, Yes,7700000,7300000,8
771,7900000, No,17600000,29300000,2
792,4100000, Yes,4400000,10100000,4
407,7700000, Yes,6500000,15500000,8
544,5600000, No,6400000,19300000,18
509,9000000, No,24600000,18000000,18
320,6400000, Yes,17700000,18400000,16
496,6900000, No,12000000,14700000,2
652,9100000, No,8500000,27400000,18
806,1100000, Yes,2700000,3700000,2
821,1700000, No,3200000,4500000,12
618,9200000, Yes,14300000,28800000,20
729,8300000, Yes,22400000,20600000,12
839,5000000, Yes,12600000,10600000,6
318,2200000, No,1400000,6400000,2
404,4500000, No,1800000,9600000,16
581,4100000, Yes,6600000,9000000,6
596,2800000, No,7900000,6800000,18
415,6600000, No,12800000,20700000,4
728,3200000, Yes,4800000,7200000,6
666,6300000, No,8800000,13300000,2
675,4700000, No,5800000,17700000,14
304,4100000, No,3000000,15400000,16
474,7100000, Yes,7600000,15500000,4
370,4900000, Yes,10900000,10200000,18
596,5600000, No,5100000,20300000,20
567,3400000, No,5700000,8300000,2
671,4500000, No,10500000,16100000,16
819,300000, No,300000,800000,18
829,7600000, Yes,3100000,23000000,10
454,500000, No,1400000,1200000,12
399,5900000, Yes,15200000,15200000,16
784,7100000, No,9500000,20700000,10
538,8500000, Yes,21300000,26900000,6
759,6400000, Yes,16200000,16900000,16
699,7100000, No,11400000,21400000,12
347,1800000, No,3800000,5400000,14
598,6600000, Yes,13100000,25200000,20
406,8800000, Yes,16300000,27100000,2
860,4800000, No,1700000,15800000,20
806,4400000, Yes,3500000,16500000,10
448,2000000, No,2700000,6900000,2
393,6800000, No,2100000,22600000,20
811,6600000, Yes,13100000,16000000,12
829,3300000, No,4800000,7900000,20
700,7400000, No,19300000,23400000,16
719,4500000, Yes,10300000,12400000,18
430,9500000, Yes,5400000,30500000,12
338,800000, No,900000,3000000,4
695,4000000, No,6400000,13000000,4
374,7000000, No,3400000,25700000,18
609,3500000, No,7300000,8500000,18
631,9700000, Yes,3500000,36000000,6
439,3400000, No,5300000,10800000,6
837,4600000, Yes,5600000,13500000,20
833,3800000, No,7500000,10400000,10
863,4200000, Yes,7400000,9600000,20
684,2500000, No,0,8700000,4
542,7000000, Yes,6400000,24600000,6
753,5300000, No,10000000,11500000,8
512,6400000, No,1600000,14200000,2
385,3400000, No,6100000,8100000,12
749,6700000, No,15600000,18800000,2
618,4600000, Yes,2200000,10100000,4
583,900000, Yes,1300000,2500000,4
655,5100000, No,4400000,19900000,18
380,7000000, Yes,11800000,20900000,20
679,4100000, Yes,6600000,14700000,6
410,4600000, No,12900000,14800000,6
590,3600000, Yes,1600000,11500000,8
397,5900000, No,12400000,13800000,14
425,600000, No,900000,2100000,16
383,4900000, No,3300000,16400000,2
406,6400000, Yes,14700000,23900000,6
563,7000000, No,3900000,19800000,10
782,6700000, Yes,4900000,13400000,14
852,800000, Yes,900000,2200000,4
753,7600000, No,18400000,27800000,2
489,3200000, Yes,5000000,7600000,4
586,4900000, Yes,9900000,13800000,2
560,7200000, No,2100000,20800000,16
487,5600000, No,6400000,20600000,6
434,7300000, Yes,10000000,18300000,8
504,3300000, No,8200000,7000000,20
827,9200000, Yes,25900000,25300000,4
657,8100000, Yes,15700000,23300000,20
447,6600000, No,12700000,21400000,10
834,4200000, Yes,8700000,13600000,4
354,5800000, No,12500000,21700000,8
883,5600000, Yes,9800000,21000000,18
641,3600000, Yes,10300000,9900000,12
621,7700000, Yes,22600000,16900000,6
587,7800000, Yes,12500000,23300000,10
424,5700000, No,4700000,15400000,16
515,6300000, No,4300000,20500000,14
592,2300000, Yes,1600000,4700000,18
319,9600000, Yes,3200000,19900000,6
360,1000000, Yes,2500000,3900000,16
535,7200000, Yes,8400000,27100000,12
666,3800000, Yes,9000000,11400000,16
419,9300000, Yes,18100000,24600000,16
640,7200000, Yes,0,21900000,12
545,7600000, No,4300000,19700000,12
843,4500000, No,13200000,15300000,10
559,9900000, Yes,12100000,30900000,20
650,700000, Yes,400000,2000000,18
479,3500000, No,9700000,12300000,16
324,300000, Yes,100000,1000000,14
354,5400000, Yes,1100000,16700000,2
521,2800000, Yes,1500000,8400000,10
505,4900000, Yes,12400000,15900000,8
436,600000, No,400000,1700000,12
683,3000000, No,3200000,8100000,6
348,1800000, No,2900000,5800000,18
867,5100000, Yes,11200000,15700000,6
880,1400000, No,3700000,4100000,14
673,6700000, Yes,11100000,25500000,10
482,4300000, No,9300000,12600000,18
767,7800000, Yes,18100000,19600000,4
760,5400000, No,12700000,15800000,18
857,500000, No,1100000,1900000,2
735,8600000, No,11800000,26700000,10
810,2500000, No,2700000,9300000,4
680,3000000, No,900000,7200000,2
889,7000000, Yes,1400000,26900000,4
688,400000, Yes,400000,1500000,16
531,5200000, No,8800000,13700000,16
660,3300000, No,6500000,11100000,2
414,2400000, Yes,3600000,8800000,18
528,5800000, Yes,6300000,15800000,14
